"participant"	"speechrate"	"item"	"syntax"	"tapped"	"released"	"vowelduration"	"segmentAfterDuration"	"pause"	"trial"	"vowel"	"file"	"text"
1333	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.2	0.11	0	14	"AE1"	"nogritfast_1333_3_2.wav"	"When you zat Amy, Fred will be talking."
1334	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.17	0.12	0	9	"AE1"	"nogritfast_1334_3_2.wav"	"When you zat Amy, Fred will be talking."
1335	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.21	0.16	0	29	"AE1"	"nogritfast_1335_3_2.wav"	"When you zat Amy, Fred will be talking."
1336	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.2	0.16	0	7	"AE1"	"nogritfast_1336_3_2.wav"	"When you zat Amy, Fred will be talking."
1337	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.27	0.14	0	1	"AE1"	"nogritfast_1337_3_2.wav"	"When you zat Amy, Fred will be talking."
1339	"slow"	3	"transitive"	"Not Tapped"	"Released"	0.15	0.13	0	17	"AE1"	"nogritfast_1339_3_2.wav"	"When you zat Amy, Fred will be talking."
1340	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.15	0.13	0	3	"AE1"	"nogritfast_1340_3_2.wav"	"When you zat Amy, Fred will be talking."
1350	"slow"	3	"transitive"	"Not Tapped"	"Released"	0.17	0.16	0	15	"AE1"	"nogritfast_1350_3_2.wav"	"When you zat Amy, Fred will be talking."
435	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.12	0.33	4	"IH1"	"nogritfast_435_4_1.wav"	"Should you brit, Uma will come back."
593	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.09	0	30	"IH1"	"nogritfast_593_4_1.wav"	"Should you brit, Uma will come back."
1087	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.13	0.25	31	"IH1"	"nogritfast_1087_4_1.wav"	"Should you brit, Uma will come back."
1111	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.1	0	7	"IH1"	"nogritfast_1111_4_1.wav"	"Should you brit, Uma will come back."
1139	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.03	0.09	15	"IH1"	"nogritfast_1139_4_1.wav"	"Should you brit, Uma will come back."
1277	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.03	0.07	28	"IH1"	"nogritfast_1277_4_1.wav"	"Should you brit, Uma will come back."
1278	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.11	0.11	5	"IH1"	"nogritfast_1278_4_1.wav"	"Should you brit, Uma will come back."
1281	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.06	0	2	"IH1"	"nogritfast_1281_4_1.wav"	"Should you brit, Uma will come back."
1283	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.1	0.32	25	"IH1"	"nogritfast_1283_4_1.wav"	"Should you brit, Uma will come back."
1284	"slow"	4	"intransitive"	"Not Tapped"	"Released"	0.04	0.05	0.14	18	"IH1"	"nogritfast_1284_4_1.wav"	"Should you brit, Uma will come back."
1287	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.07	0	11	"IH1"	"nogritfast_1287_4_1.wav"	"Should you brit, Uma will come back."
1288	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.03	0	21	"IH1"	"nogritfast_1288_4_1.wav"	"Should you brit, Uma will come back."
1296	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.19	0	16	"IH1"	"nogritfast_1296_4_1.wav"	"Should you brit, Uma will come back."
1297	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.12	0.34	17	"IH1"	"nogritfast_1297_4_1.wav"	"Should you brit, Uma will come back."
1333	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.17	0.13	13	"IH1"	"nogritfast_1333_4_1.wav"	"Should you brit, Uma will come back."
1334	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.07	0	13	"IH1"	"nogritfast_1334_4_1.wav"	"Should you brit, Uma will come back."
1335	"slow"	4	"intransitive"	"Not Tapped"	"Released"	0.09	0.05	0.54	31	"IH1"	"nogritfast_1335_4_1.wav"	"Should you brit, Uma will come back."
1336	"slow"	4	"intransitive"	"Not Tapped"	"Released"	0.1	0.07	0.2	6	"IH1"	"nogritfast_1336_4_1.wav"	"Should you brit, Uma will come back."
1337	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.08	0.21	2	"IH1"	"nogritfast_1337_4_1.wav"	"Should you brit, Uma will come back."
1338	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.1	0.08	25	"IH1"	"nogritfast_1338_4_1.wav"	"Should you brit, Uma will come back."
1339	"slow"	4	"intransitive"	"Not Tapped"	"Released"	0.12	0.07	0	18	"IH1"	"nogritfast_1339_4_1.wav"	"Should you brit, Uma will come back."
1340	"slow"	4	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.07	0	8	"IH1"	"nogritfast_1340_4_1.wav"	"Should you brit, Uma will come back."
1350	"slow"	4	"intransitive"	"Not Tapped"	"Released"	0.05	0.1	0	13	"IH1"	"nogritfast_1350_4_1.wav"	"Should you brit, Uma will come back."
435	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.13	0	20	"IH1"	"nogritfast_435_4_2.wav"	"Should you brit Uma, Max will come back."
593	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.38	0	8	"IH1"	"nogritfast_593_4_2.wav"	"Should you brit Uma, Max will come back."
1087	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.3	0	15	"IH1"	"nogritfast_1087_4_2.wav"	"Should you brit Uma, Max will come back."
1111	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.11	0	29	"IH1"	"nogritfast_1111_4_2.wav"	"Should you brit Uma, Max will come back."
1139	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.1	0	22	"IH1"	"nogritfast_1139_4_2.wav"	"Should you brit Uma, Max will come back."
1277	"slow"	4	"transitive"	"Not Tapped"	"Released"	0.05	0.62	0	10	"IH1"	"nogritfast_1277_4_2.wav"	"Should you brit Uma, Max will come back."
1278	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.23	0	29	"IH1"	"nogritfast_1278_4_2.wav"	"Should you brit Uma, Max will come back."
1281	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.09	0	10	"IH1"	"nogritfast_1281_4_2.wav"	"Should you brit Uma, Max will come back."
1283	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.09	0.08	2	"IH1"	"nogritfast_1283_4_2.wav"	"Should you brit Uma, Max will come back."
1284	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.09	0	3	"IH1"	"nogritfast_1284_4_2.wav"	"Should you brit Uma, Max will come back."
1287	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.09	0	25	"IH1"	"nogritfast_1287_4_2.wav"	"Should you brit Uma, Max will come back."
1288	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.26	0	8	"IH1"	"nogritfast_1288_4_2.wav"	"Should you brit Uma, Max will come back."
1296	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.26	0.16	0	7	"IH1"	"nogritfast_1296_4_2.wav"	"Should you brit Uma, Max will come back."
1333	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.45	0	32	"IH1"	"nogritfast_1333_4_2.wav"	"Should you brit Uma, Max will come back."
1334	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.06	0	7	"IH1"	"nogritfast_1334_4_2.wav"	"Should you brit Uma, Max will come back."
1335	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.4	0.65	15	"IH1"	"nogritfast_1335_4_2.wav"	"Should you brit Uma, Max will come back."
1336	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.11	0	15	"IH1"	"nogritfast_1336_4_2.wav"	"Should you brit Uma, Max will come back."
1337	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.03	0	26	"IH1"	"nogritfast_1337_4_2.wav"	"Should you brit Uma, Max will come back."
1338	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.08	0	11	"IH1"	"nogritfast_1338_4_2.wav"	"Should you brit Uma, Max will come back."
1339	"slow"	4	"transitive"	"Not Tapped"	"Released"	0.09	0.1	0	4	"IH1"	"nogritfast_1339_4_2.wav"	"Should you brit Uma, Max will come back."
1340	"slow"	4	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.08	0	15	"IH1"	"nogritfast_1340_4_2.wav"	"Should you brit Uma, Max will come back."
1350	"slow"	4	"transitive"	"Not Tapped"	"Released"	0.05	0.15	0	6	"IH1"	"nogritfast_1350_4_2.wav"	"Should you brit Uma, Max will come back."
435	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.22	0.13	0.16	24	"AA1"	"nogritfast_435_5_1.wav"	"While you vot, Anna will be cooking."
593	"slow"	5	"intransitive"	"Not Tapped"	"Released"	0.2	0.21	0	7	"AA1"	"nogritfast_593_5_1.wav"	"While you vot, Anna will be cooking."
1087	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.28	0.2	0	14	"AA1"	"nogritfast_1087_5_1.wav"	"While you vot, Anna will be cooking."
1111	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.25	0.11	0.15	27	"AA1"	"nogritfast_1111_5_1.wav"	"While you vot, Anna will be cooking."
1139	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.22	0.08	0	20	"AA1"	"nogritfast_1139_5_1.wav"	"While you vot, Anna will be cooking."
1277	"slow"	5	"intransitive"	"Not Tapped"	"Released"	0.16	0.05	0	9	"AA1"	"nogritfast_1277_5_1.wav"	"While you vot, Anna will be cooking."
1278	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.22	0.11	0.12	27	"AA1"	"nogritfast_1278_5_1.wav"	"While you vot, Anna will be cooking."
1281	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.23	0.13	0	11	"AA1"	"nogritfast_1281_5_1.wav"	"While you vot, Anna will be cooking."
1283	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.09	0.23	6	"AA1"	"nogritfast_1283_5_1.wav"	"While you vot, Anna will be cooking."
1284	"slow"	5	"intransitive"	"Not Tapped"	"Released"	0.19	0.14	0	2	"AA1"	"nogritfast_1284_5_1.wav"	"While you vot, Anna will be cooking."
1287	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.13	0	27	"AA1"	"nogritfast_1287_5_1.wav"	"While you vot, Anna will be cooking."
1288	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.25	0.11	0.34	6	"AA1"	"nogritfast_1288_5_1.wav"	"While you vot, Anna will be cooking."
1296	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.25	0.13	0	2	"AA1"	"nogritfast_1296_5_1.wav"	"While you vot, Anna will be cooking."
1297	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.26	0.15	0	4	"AA1"	"nogritfast_1297_5_1.wav"	"While you vot, Anna will be cooking."
1333	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.21	0.12	0.09	28	"AA1"	"nogritfast_1333_5_1.wav"	"While you vot, Anna will be cooking."
1334	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.1	0	3	"AA1"	"nogritfast_1334_5_1.wav"	"While you vot, Anna will be cooking."
1335	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.36	0.2	0.39	10	"AA1"	"nogritfast_1335_5_1.wav"	"While you vot, Anna will be cooking."
1336	"slow"	5	"intransitive"	"Not Tapped"	"Released"	0.2	0.1	0.08	13	"AA1"	"nogritfast_1336_5_1.wav"	"While you vot, Anna will be cooking."
1337	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.31	0.14	0.23	30	"AA1"	"nogritfast_1337_5_1.wav"	"While you vot, Anna will be cooking."
1338	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.07	0	9	"AA1"	"nogritfast_1338_5_1.wav"	"While you vot, Anna will be cooking."
1339	"slow"	5	"intransitive"	"Not Tapped"	"Released"	0.22	0.1	0.6	8	"AA1"	"nogritfast_1339_5_1.wav"	"While you vot, Anna will be cooking."
1340	"slow"	5	"intransitive"	"Not Tapped"	"Unreleased"	0.2	0.09	0	12	"AA1"	"nogritfast_1340_5_1.wav"	"While you vot, Anna will be cooking."
1350	"slow"	5	"intransitive"	"Not Tapped"	"Released"	0.13	0.13	0	2	"AA1"	"nogritfast_1350_5_1.wav"	"While you vot, Anna will be cooking."
435	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.17	0.26	0	13	"AA1"	"nogritfast_435_5_2.wav"	"While you vot Anna, Rob will be cooking."
593	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.13	0	17	"AA1"	"nogritfast_593_5_2.wav"	"While you vot Anna, Rob will be cooking."
1087	"slow"	5	"transitive"	"Not Tapped"	"Released"	0.18	0.47	0	3	"AA1"	"nogritfast_1087_5_2.wav"	"While you vot Anna, Rob will be cooking."
1111	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.2	0.15	0	16	"AA1"	"nogritfast_1111_5_2.wav"	"While you vot Anna, Rob will be cooking."
1139	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.33	0	8	"AA1"	"nogritfast_1139_5_2.wav"	"While you vot Anna, Rob will be cooking."
1277	"slow"	5	"transitive"	"Not Tapped"	"Released"	0.11	0.13	0	18	"AA1"	"nogritfast_1277_5_2.wav"	"While you vot Anna, Rob will be cooking."
1278	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.16	0	21	"AA1"	"nogritfast_1278_5_2.wav"	"While you vot Anna, Rob will be cooking."
1281	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.18	0.18	0	26	"AA1"	"nogritfast_1281_5_2.wav"	"While you vot Anna, Rob will be cooking."
1283	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.17	0	11	"AA1"	"nogritfast_1283_5_2.wav"	"While you vot Anna, Rob will be cooking."
1284	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.14	0	25	"AA1"	"nogritfast_1284_5_2.wav"	"While you vot Anna, Rob will be cooking."
1287	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.19	0.12	0	20	"AA1"	"nogritfast_1287_5_2.wav"	"While you vot Anna, Rob will be cooking."
1288	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.13	0	9	"AA1"	"nogritfast_1288_5_2.wav"	"While you vot Anna, Rob will be cooking."
1296	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.18	0.21	0	23	"AA1"	"nogritfast_1296_5_2.wav"	"While you vot Anna, Rob will be cooking."
1297	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.22	0	25	"AA1"	"nogritfast_1297_5_2.wav"	"While you vot Anna, Rob will be cooking."
1333	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.19	0.35	0	18	"AA1"	"nogritfast_1333_5_2.wav"	"While you vot Anna, Rob will be cooking."
1334	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.36	0	30	"AA1"	"nogritfast_1334_5_2.wav"	"While you vot Anna, Rob will be cooking."
1335	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.21	0.17	0	17	"AA1"	"nogritfast_1335_5_2.wav"	"While you vot Anna, Rob will be cooking."
1336	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.11	0	31	"AA1"	"nogritfast_1336_5_2.wav"	"While you vot Anna, Rob will be cooking."
1337	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.25	0.14	0	11	"AA1"	"nogritfast_1337_5_2.wav"	"While you vot Anna, Rob will be cooking."
1338	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.13	0	19	"AA1"	"nogritfast_1338_5_2.wav"	"While you vot Anna, Rob will be cooking."
1339	"slow"	5	"transitive"	"Not Tapped"	"Released"	0.14	0.25	0.06	16	"AA1"	"nogritfast_1339_5_2.wav"	"While you vot Anna, Rob will be cooking."
1340	"slow"	5	"transitive"	"Not Tapped"	"Unreleased"	0.15	0.13	0	22	"AA1"	"nogritfast_1340_5_2.wav"	"While you vot Anna, Rob will be cooking."
1350	"slow"	5	"transitive"	NA	NA	0.15	0.31	0	24	"AA1"	"nogritfast_1350_5_2.wav"	"While you vot Anna, Rob will be cooking."
435	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.1	0	15	"EH1"	"nogritfast_435_6_1.wav"	"If you tret, Erin will be sad."
593	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.04	0.19	0.29	18	"EH1"	"nogritfast_593_6_1.wav"	"If you tret, Erin will be sad."
1087	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.05	0	4	"EH1"	"nogritfast_1087_6_1.wav"	"If you tret, Erin will be sad."
1111	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.21	0.13	11	"EH1"	"nogritfast_1111_6_1.wav"	"If you tret, Erin will be sad."
1139	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.11	0.15	3	"EH1"	"nogritfast_1139_6_1.wav"	"If you tret, Erin will be sad."
1277	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.11	0	24	"EH1"	"nogritfast_1277_6_1.wav"	"If you tret, Erin will be sad."
1278	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.09	0	20	"EH1"	"nogritfast_1278_6_1.wav"	"If you tret, Erin will be sad."
1281	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.04	0	29	"EH1"	"nogritfast_1281_6_1.wav"	"If you tret, Erin will be sad."
1283	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.07	0.28	16	"EH1"	"nogritfast_1283_6_1.wav"	"If you tret, Erin will be sad."
1284	"slow"	6	"intransitive"	"Not Tapped"	"Released"	0.1	0.12	0	30	"EH1"	"nogritfast_1284_6_1.wav"	"If you tret, Erin will be sad."
1287	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.14	0	24	"EH1"	"nogritfast_1287_6_1.wav"	"If you tret, Erin will be sad."
1288	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.05	0	11	"EH1"	"nogritfast_1288_6_1.wav"	"If you tret, Erin will be sad."
1296	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.18	0	20	"EH1"	"nogritfast_1296_6_1.wav"	"If you tret, Erin will be sad."
1297	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.2	0.14	0.15	31	"EH1"	"nogritfast_1297_6_1.wav"	"If you tret, Erin will be sad."
1333	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.07	0.33	20	"EH1"	"nogritfast_1333_6_1.wav"	"If you tret, Erin will be sad."
1334	"slow"	6	"intransitive"	"Not Tapped"	"Released"	0.11	0.12	0	28	"EH1"	"nogritfast_1334_6_1.wav"	"If you tret, Erin will be sad."
1335	"slow"	6	"intransitive"	"Not Tapped"	"Released"	0.1	0.18	0.55	20	"EH1"	"nogritfast_1335_6_1.wav"	"If you tret, Erin will be sad."
1336	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.12	0.16	0	26	"EH1"	"nogritfast_1336_6_1.wav"	"If you tret, Erin will be sad."
1337	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.19	0.17	0.16	16	"EH1"	"nogritfast_1337_6_1.wav"	"If you tret, Erin will be sad."
1338	"slow"	6	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.11	0	21	"EH1"	"nogritfast_1338_6_1.wav"	"If you tret, Erin will be sad."
1339	"slow"	6	"intransitive"	"Not Tapped"	"Released"	0.12	0.03	0	13	"EH1"	"nogritfast_1339_6_1.wav"	"If you tret, Erin will be sad."
1340	"slow"	6	"intransitive"	"Not Tapped"	"Released"	0.12	0.12	0.1	19	"EH1"	"nogritfast_1340_6_1.wav"	"If you tret, Erin will be sad."
1350	"slow"	6	"intransitive"	"Not Tapped"	"Released"	0.08	0.13	0	17	"EH1"	"nogritfast_1350_6_1.wav"	"If you tret, Erin will be sad."
435	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.15	0	31	"EH1"	"nogritfast_435_6_2.wav"	"If you tret Erin, Fred will be sad."
593	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.21	0	9	"EH1"	"nogritfast_593_6_2.wav"	"If you tret Erin, Fred will be sad."
1087	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.21	0.25	0.13	17	"EH1"	"nogritfast_1087_6_2.wav"	"If you tret Erin, Fred will be sad."
1111	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.24	0	19	"EH1"	"nogritfast_1111_6_2.wav"	"If you tret Erin, Fred will be sad."
1139	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.17	0	27	"EH1"	"nogritfast_1139_6_2.wav"	"If you tret Erin, Fred will be sad."
1277	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.23	0	5	"EH1"	"nogritfast_1277_6_2.wav"	"If you tret Erin, Fred will be sad."
1278	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.2	0	11	"EH1"	"nogritfast_1278_6_2.wav"	"If you tret Erin, Fred will be sad."
1281	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.13	0	21	"EH1"	"nogritfast_1281_6_2.wav"	"If you tret Erin, Fred will be sad."
1283	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.1	0	22	"EH1"	"nogritfast_1283_6_2.wav"	"If you tret Erin, Fred will be sad."
1284	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.13	0	14	"EH1"	"nogritfast_1284_6_2.wav"	"If you tret Erin, Fred will be sad."
1287	"slow"	6	"transitive"	"Not Tapped"	"Released"	0.07	0.2	0	5	"EH1"	"nogritfast_1287_6_2.wav"	"If you tret Erin, Fred will be sad."
1288	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.27	0	28	"EH1"	"nogritfast_1288_6_2.wav"	"If you tret Erin, Fred will be sad."
1296	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.2	0	26	"EH1"	"nogritfast_1296_6_2.wav"	"If you tret Erin, Fred will be sad."
1297	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.2	0.12	0.37	13	"EH1"	"nogritfast_1297_6_2.wav"	"If you tret Erin, Fred will be sad."
1333	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.09	0	3	"EH1"	"nogritfast_1333_6_2.wav"	"If you tret Erin, Fred will be sad."
1334	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.24	0	18	"EH1"	"nogritfast_1334_6_2.wav"	"If you tret Erin, Fred will be sad."
1335	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.26	0	1	"EH1"	"nogritfast_1335_6_2.wav"	"If you tret Erin, Fred will be sad."
1336	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.23	0	18	"EH1"	"nogritfast_1336_6_2.wav"	"If you tret Erin, Fred will be sad."
1337	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.22	0	21	"EH1"	"nogritfast_1337_6_2.wav"	"If you tret Erin, Fred will be sad."
1338	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.21	0	7	"EH1"	"nogritfast_1338_6_2.wav"	"If you tret Erin, Fred will be sad."
1339	"slow"	6	"transitive"	"Not Tapped"	"Released"	0.14	0.32	0	31	"EH1"	"nogritfast_1339_6_2.wav"	"If you tret Erin, Fred will be sad."
1340	"slow"	6	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.17	0	27	"EH1"	"nogritfast_1340_6_2.wav"	"If you tret Erin, Fred will be sad."
1350	"slow"	6	"transitive"	NA	NA	0.06	0.45	0	27	"EH1"	"nogritfast_1350_6_2.wav"	"If you tret Erin, Fred will be sad."
435	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.08	0.21	32	"AH1"	"nogritfast_435_7_1.wav"	"While you drut, Ellis will be swimming."
593	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.05	0	16	"AH1"	"nogritfast_593_7_1.wav"	"While you drut, Ellis will be swimming."
1087	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.24	0.09	0.39	18	"AH1"	"nogritfast_1087_7_1.wav"	"While you drut, Ellis will be swimming."
1111	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.09	0.09	24	"AH1"	"nogritfast_1111_7_1.wav"	"While you drut, Ellis will be swimming."
1139	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.08	0.17	25	"AH1"	"nogritfast_1139_7_1.wav"	"While you drut, Ellis will be swimming."
1277	"slow"	7	"intransitive"	"Not Tapped"	"Released"	0.13	0.05	0.16	7	"AH1"	"nogritfast_1277_7_1.wav"	"While you drut, Ellis will be swimming."
1278	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.05	0	13	"AH1"	"nogritfast_1278_7_1.wav"	"While you drut, Ellis will be swimming."
1283	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.05	0.26	19	"AH1"	"nogritfast_1283_7_1.wav"	"While you drut, Ellis will be swimming."
1284	"slow"	7	"intransitive"	"Not Tapped"	"Released"	0.06	0.07	0.17	13	"AH1"	"nogritfast_1284_7_1.wav"	"While you drut, Ellis will be swimming."
1287	"slow"	7	"intransitive"	"Not Tapped"	"Released"	0.13	0.05	0	3	"AH1"	"nogritfast_1287_7_1.wav"	"While you drut, Ellis will be swimming."
1288	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.2	0.07	0.46	26	"AH1"	"nogritfast_1288_7_1.wav"	"While you drut, Ellis will be swimming."
1296	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.11	0	28	"AH1"	"nogritfast_1296_7_1.wav"	"While you drut, Ellis will be swimming."
1297	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.04	0.09	0	9	"AH1"	"nogritfast_1297_7_1.wav"	"While you drut, Ellis will be swimming."
1333	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.05	0	2	"AH1"	"nogritfast_1333_7_1.wav"	"While you drut, Ellis will be swimming."
1334	"slow"	7	"intransitive"	"Not Tapped"	"Released"	0.1	0.05	0	22	"AH1"	"nogritfast_1334_7_1.wav"	"While you drut, Ellis will be swimming."
1335	"slow"	7	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.06	0.19	5	"AH1"	"nogritfast_1335_7_1.wav"	"While you drut, Ellis will be swimming."
